Station,State,ID,Lat,Lon,Elev
Perry,FL,K40J,30.07,-83.58,14
Punta Gorda,FL,KPGD,26.92,-81.99,11
St. Petersburg International,FL,KPIE,27.92,-82.68,3
Pensacola,FL,KPNS,30.47,-87.18,37
Fort Myers International,FL,KRSW,26.53,-81.75,9
Sanford,FL,KSFB,28.78,-81.23,17
St. Augustine,FL,KSGJ,29.97,-81.33,3
St. Petersburg,FL,KSPG,27.77,-82.63,2
Sarasota,FL,KSRQ,27.4,-82.55,9
Titusville,FL,KTIX,28.52,-80.80,11
Tallahassee,FL,KTLH,30.38,-84.37,21
Kendall,FL,KTMB,25.65,-80.43,3
Tampa,FL,KTPA,27.97,-82.53,3
Nasa Shuttle,FL,KTTS,28.62,-80.72,3
Valparaiso,FL,KVPS,30.48,-86.53,26
Vero Beach,FL,KVRB,27.65,-80.42,8
Winder,GA,KWDR,33.99,-83.67,287
Lawrenceville,GA,KLZU,33.98,-83.97,323
Marietta McCollum Field,GA,KRYY,34.01,-84.60,317
Thomaston,GA,KOPN,32.95,-84.27,243
La Grange,GA,KLGC,33.02,-85.07,211
Cartersville,GA,KVPC,34.13,-84.85,229
Vidalia,GA,KVDI,32.19,-82.37,84
Albany,GA,KABY,31.53,-84.18,59
Augusta Bush,GA,KAGS,33.37,-81.97,45
Athens,GA,KAHN,33.95,-83.32,247
Alma,GA,KAMG,31.53,-82.50,61
Atlanta,GA,KATL,33.65,-84.42,315
Waycross,GA,KAYS,31.25,-82.40,46
Brunswick,GA,KBQK,31.25,-81.47,8
Columbus,GA,KCSG,32.52,-84.93,121
Augusta,GA,KDNL,33.4,-82.00,9999
Peachtree City,GA,KFFC,33.34,-84.57,265
Atlanta Fulton,GA,KFTY,33.78,-84.52,256
Dalton,GA,KDNN,34.72,-84.87,216
Gainesville,GA,KGVL,34.32,-83.83,38
Ft. Stewart,GA,KLHW,31.88,-81.57,14
Fort Benning,GA,KLSF,32.33,-84.83,71
Macon,GA,KMCN,32.7,-83.65,110
Marietta,GA,KMGE,33.92,-84.52,326
Newnan,GA,KCCO,33.31,-84.77,296
Atlanta Dekalb,GA,KPDK,33.88,-84.30,305
Rome,GA,KRMG,34.35,-85.17,196
Savannah,GA,KSAV,32.13,-81.20,15
Saint Simons Island,GA,KSSI,31.15,-81.38,6
Savannah Hunter,GA,KSVN,32.02,-81.15,13
Valdosta,GA,KVAD,30.97,-83.20,71
Valdosta Regional,GA,KVLD,30.78,-83.28,62
Warner Robins,GA,KWRB,32.63,-83.60,90
Hana,HI,PHHN,20.78,-156.02,24
Wheeler AFB,HI,PHHI,21.47,-158.02,290
Bradshaw AFB,HI,PHSF,19.78,-155.55,1887
Honolulu,HI,PHNL,21.35,-157.93,5
Hilo,HI,PHTO,19.72,-155.07,11
Lahaina,HI,PHJH,21.02,-156.63,40
Keahole Point,HI,PHKO,19.73,-156.05,13
Lihue,HI,PHLI,21.98,-159.35,45
Lanai City,HI,PHNY,20.78,-156.95,399
Molokai,HI,PHMK,21.15,-157.10,137
Kahului,HI,PHOG,20.9,-156.43,20
Oahu Kalaeola,HI,PHJR,21.32,-158.07,15
Kaneohe MCBH,HI,PHNG,21.45,-157.77,3
Harlan,IA,KHNR,41.58,-95.34,375
Audubon,IA,KADU,41.7,-94.92,392
Atlantic,IA,KAIO,41.4,-95.05,347
Waterloo,IA,KALO,42.55,-92.40,268
Washington,IA,KAWG,41.28,-91.67,226
Algona,IA,KAXA,43.08,-94.27,364
Ames,IA,KAMW,41.99,-93.62,376
Ankeny,IA,KIKV,41.68,-93.57,277
Boone,IA,KBNW,42.06,-93.86,345
Burlington,IA,KBRL,40.78,-91.13,213
Clarion,IA,KCAV,42.75,-93.77,345
Council Bluffs,IA,KCBF,41.27,-95.77,373
Charles City,IA,KCCY,43.08,-92.62,342
Cedar Rapids,IA,KCID,41.88,-91.70,265
Carroll,IA,KCIN,42.05,-94.78,360
Chariton,IA,KCNC,41.02,-93.37,315
Creston,IA,KCSQ,41.02,-94.36,395
Clinton,IA,KCWI,41.83,-90.33,216
Dubuque,IA,KDBQ,42.4,-90.70,329
Decorah,IA,KDEH,43.28,-91.73,353
Denison,IA,KDNS,41.98,-95.38,381
Des Moines,IA,KDSM,41.53,-93.65,294
Davenport,IA,KDVN,41.62,-90.58,228
Webster City,IA,KEBS,42.44,-93.87,339
Keokuk,IA,KEOK,40.47,-91.43,202
Estherville,IA,KEST,43.4,-94.75,401
Fairfield,IA,KFFL,41.05,-91.98,240
Fort Dodge,IA,KFOD,42.55,-94.18,355
Fort Madison,IA,KFSW,40.67,-91.33,221
Clarinda,IA,KICL,40.71,-95.03,294
Iowa City,IA,KIOW,41.63,-91.55,204
Lamoni,IA,KLWD,40.63,-93.90,345
Le Mars,IA,KLRJ,42.78,-96.20,359
Mason City,IA,KMCW,43.15,-93.33,370
Marshalltown,IA,KMIW,42.11,-92.91,297
Muscatine,IA,KMUT,41.37,-91.13,164
Monticello,IA,KMXO,42.23,-91.17,252
Oelwein,IA,KOLZ,42.68,-91.98,324
Orange City,IA,KORC,43,-96.08,424
Ottumwa,IA,KOTM,41.1,-92.45,258
Knoxville,IA,KOXV,41.3,-93.12,278
Red Oak,IA,KRDK,41.01,-95.26,318
Shenandoah,IA,KSDA,40.75,-95.42,585
Sheldon,IA,KSHL,43.21,-95.83,434
Spencer,IA,KSPW,43.17,-95.20,517
Storm Lake,IA,KSLB,42.61,-95.24,452
Sioux City,IA,KSUX,42.4,-96.38,336
Newton,IA,KTNU,41.67,-93.02,283
Malta,ID,K77M,42.32,-113.33,1375
Boise,ID,KBOI,43.57,-116.22,874
Burley,ID,KBYI,42.55,-113.77,1265
Coeur d'Alene,ID,KCOE,47.77,-116.82,707
Caldwell,ID,KEUL,43.63,-116.63,740
Idaho Falls,ID,KIDA,43.52,-112.07,1445
Jerome,ID,KJER,42.73,-114.46,1234
Lewiston,ID,KLWS,46.38,-117.02,438
Malad City,ID,KMLD,42.17,-112.30,1373
Mullan Pass,ID,KMLP,47.45,-115.68,1837
Mountain Home,ID,KMUO,43.05,-115.87,913
McCall,ID,KMYL,44.88,-116.10,1531
Lowell,ID,KP69,45.82,-115.43,1249
Pocatello,ID,KPIH,42.92,-112.60,1365
Spencer,ID,KS14,44.35,-112.18,1800
Salmon,ID,KSMN,45.12,-113.88,1233
Hailey,ID,KSUN,43.5,-114.30,1620
Twin Falls,ID,KTWF,42.48,-114.48,1265
Challis,ID,KLLJ,44.52,-114.22,1546
Rexburg,ID,KRXE,43.83,-111.81,1481
Soda Springs,ID,KU78,42.65,-111.58,1780
Stanley,ID,KSNT,44.21,-114.93,1951
Alton,IL,KALN,38.9,-90.05,166
Aurora,IL,KARR,41.77,-88.47,215
Belleville,IL,KBLV,38.55,-89.85,138
Bloomington,IL,KBMI,40.48,-88.92,267
Champaign,IL,KCMI,40.03,-88.28,230
Cahokia,IL,KCPS,38.57,-90.15,126
Decatur,IL,KDEC,39.83,-88.87,208
Chicago DuPage,IL,KDPA,41.92,-88.25,231
Chicago Meigs,IL,KCGX,41.87,-87.60,181
Lawrenceville,IL,KLWV,38.76,-87.61,169
Carbondale,IL,KMDH,37.78,-89.25,125
Chicago Midway,IL,KMDW,41.78,-87.75,190
Moline,IL,KMLI,41.45,-90.52,181
Marseilles,IL,KMMO,41.37,-88.68,225
Mount Vernon,IL,KMVN,38.32,-88.87,146
Mattoon,IL,KMTO,39.48,-88.28,220
Marion Regional,IL,KMWA,37.75,-89.02,144
Chicago,IL,KORD,41.98,-87.90,205
Peoria Regional,IL,KPIA,40.67,-89.68,202
Chicago Palwauk,IL,KPWK,42.12,-87.92,197
Rockford,IL,KRFD,42.2,-89.10,226
Springfield,IL,KSPI,39.85,-89.67,187
Sterling,IL,KSQI,41.75,-89.67,197
Waukegan,IL,KUGN,42.42,-87.87,222
Quincy,IL,KUIN,39.95,-91.20,234
Anderson,IN,KAID,40.12,-85.62,280
Columbus,IN,KBAK,39.27,-85.90,200
Bloomington,IN,KBMG,39.15,-86.62,258
Elkhart,IN,KEKM,41.72,-86.00,237
Evansville,IN,KEVV,38.05,-87.53,118
Eagle Creek,IN,KEYE,39.8,-86.10,250
Fort Wayne,IN,KFWA,41,-85.20,252
Peru,IN,KGUS,40.65,-86.15,247
Gary,IN,KGYY,41.62,-87.42,180
Goshen,IN,KGSH,41.53,-85.79,252
Huntingburg,IN,KHNB,38.25,-86.95,161
Terre Haute,IN,KHUF,39.45,-87.32,178
Indianapolis,IN,KIND,39.73,-86.27,246
Lafayette,IN,KLAF,40.42,-86.93,185
Muncie,IN,KMIE,40.25,-85.40,286
Shelbyville,IN,KGEZ,39.58,-85.80,245
South Bend,IN,KSBN,41.7,-86.32,236
Valparaiso,IN,KVPZ,41.45,-87.01,235
Wichita Jabara,KS,KAAO,37.75,-97.22,433
Coffeyville,KS,KCFV,37.08,-95.57,225
Concordia,KS,KCNK,39.55,-97.65,452
Chanute,KS,KCNU,37.67,-95.48,305
Dodge City,KS,KDDC,37.77,-99.97,790
Elkhart,KS,KEHA,37,-101.90,1099
Emporia,KS,KEMP,38.33,-96.18,368
Newton,KS,KEWK,38.05,-97.28,467
Topeka Forbes,KS,KFOE,38.95,-95.67,329
Ft Riley,KS,KFRI,39.05,-96.77,325
Great Bend,KS,KGBD,38.35,-98.87,575
Garden City,KS,KGCK,37.93,-100.72,881
Goodland,KS,KGLD,39.37,-101.70,1124
Hill City,KS,KHLC,39.38,-99.83,678
Hutchinson,KS,KHUT,38.07,-97.87,470
Hays,KS,KHYS,38.85,-99.27,609
McConnell AFB,KS,KIAB,37.62,-97.27,418
Wichita,KS,KICT,37.65,-97.43,408
Olathe New Century,KS,KIXD,38.83,-94.88,331
Liberal,KS,KLBL,37.05,-100.97,879
Lawrence,KS,KLWC,39.02,-95.22,253
Manhattan,KS,KMHK,39.13,-96.67,322
Olathe,KS,KOJC,38.85,-94.73,334
Medicine Lodge,KS,KP28,37.3,-98.58,468
Parsons,KS,KPPF,37.33,-95.52,274
Russell,KS,KRSL,38.87,-98.82,568
Salina,KS,KSLN,38.8,-97.65,388
Topeka,KS,KTOP,39.07,-95.62,270
Winfield,KS,KWLD,37.3,-97.00,9999
Bowling Green,KY,KBWG,36.97,-86.42,167
Covington,KY,KCVG,39.05,-84.67,267
Henderson City,KY,KEHR,37.82,-87.68,117
Frankfort,KY,KFFT,38.25,-84.90,9999
Fort Knox,KY,KFTK,37.9,-85.97,230
Fort Campbell,KY,KHOP,36.67,-87.50,174
Jackson,KY,KJKL,37.6,-83.32,421
Lexington,KY,KLEX,38.03,-84.60,301
Louisville Bowman,KY,KLOU,38.23,-85.67,167
London-Corbin,KY,KLOZ,37.08,-84.08,369
Owensboro,KY,KOWB,37.73,-87.17,124
Paducah,KY,KPAH,37.07,-88.77,126
Louisville,KY,KSDF,38.18,-85.73,149
Somerset,KY,KSME,38,-84.60,283
Natchitoches,LA,KIER,31.74,-93.10,37
Ruston,LA,KRSN,32.52,-92.58,95
Green Canyon 184,LA,KXCN,27.77,-91.52,5
High Island,LA,KH08,28.1,-94.40,30
Venice,LA,K1B7,29.35,-89.43,2
Boothville,LA,KBVE,29.33,-89.40,2
Amelia,LA,K7R3,29.7,-91.10,2
Intracoastal City,LA,K7R4,29.78,-92.13,5
Cameron,LA,K7R5,29.78,-93.30,1
South Marsh Island,LA,K7R8,28.3,-91.98,1
South Marsh Island 268,LA,KSRN,29.07,-91.87,1
Fourchon,LA,K9F2,29.1,-90.20,2
Alexandria,LA,KAEX,31.33,-92.55,27
New Iberia,LA,KARA,30.03,-91.88,7
Grand Isle,LA,KAXO,29.25,-89.97,2
Barksdale AFB,LA,KBAD,32.5,-93.67,51
Baton Rouge,LA,KBTR,30.53,-91.15,21
Shreveport Downtown,LA,KDTN,32.53,-93.75,55
Alexandria Esle,LA,KESF,31.4,-92.30,34
Houma,LA,KHUM,29.57,-90.67,3
Lake Charles Regional,LA,KLCH,30.12,-93.22,10
Lake Charles,LA,KCWF,30.21,-93.14,5
Lafayette,LA,KLFT,30.2,-91.98,13
Monroe,LA,KMLU,32.52,-92.03,24
New Orleans,LA,KMSY,29.98,-90.25,9
New Orleans NAS,LA,KNBG,29.83,-90.03,0
New Orleans Lakefront,LA,KNEW,30.05,-90.03,3
Salt Point,LA,KP92,29.6,-91.30,3
Fort Polk,LA,KPOE,31.05,-93.03,100
Patterson,LA,KPTN,29.72,-91.33,3
Slidell,LA,KASD,30.34,-89.82,9
South Timbalier,LA,KS58,28.53,-90.58,1
Shreveport,LA,KSHV,32.47,-93.82,79
Pittsfield,MA,KPSF,42.43,-73.29,355
Nantucket,MA,KACK,41.25,-70.07,15
North Adams,MA,KAQW,42.7,-73.17,201
Fitchburg,MA,KFIT,42.55,-71.76,106
Westfield,MA,KBAF,42.15,-72.72,83
Bedford,MA,KBED,42.47,-71.28,41
Boston,MA,KBOS,42.37,-71.03,9
Taunton,MA,KTAN,41.87,-71.02,13
Beverly,MA,KBVY,42.58,-70.92,33
Chicopee,MA,KCEF,42.2,-72.53,75
Chatham,MA,KCQX,41.68,-70.00,19
New Bedford,MA,KEWB,41.68,-70.97,24
Otis AFB,MA,KFMH,41.65,-70.52,40
Hyannis,MA,KHYA,41.67,-70.28,16
Lawrence,MA,KLWM,42.72,-71.12,45
Martha's Vineyard,MA,KMVY,41.4,-70.62,21
Orange,MA,KORE,42.57,-72.27,164
Worcester,MA,KORH,42.27,-71.88,308
Norwood,MA,KOWD,42.18,-71.18,15
Provincetown,MA,KPVC,42.07,-70.22,2
Plymouth,MA,KPYM,41.92,-70.73,45
East Milton,MA,KMQE,42.21,-71.11,199
Ocean City,MD,KOXB,38.31,-75.12,3
Maryland Science Center,MD,KDMH,39.28,-76.61,19
Andrews AFB,MD,KADW,38.82,-76.87,86
Phillips Army Airfield,MD,KAPG,39.47,-76.17,18
Baltimore,MD,KBWI,39.18,-76.67,47
Hagerstown,MD,KHGR,39.7,-77.73,215
Baltimore Martin,MD,KMTN,39.33,-76.42,7
Patuxent River,MD,KNHK,38.28,-76.40,12
Salisbury,MD,KSBY,38.33,-75.52,16
Greenville,ME,KGNR,45.47,-69.58,316
Augusta,ME,KAUG,44.32,-69.80,107
Bangor,ME,KBGR,44.8,-68.83,59
Bar Harbor,ME,KBHB,44.45,-68.37,26
Caribou,ME,KCAR,46.87,-68.02,190
Clayton Lake,ME,K40B,46.61,-69.53,314
Frenchville,ME,KFVE,47.28,-68.32,301
Houlton,ME,KHUL,46.12,-67.80,150
Wiscasset,ME,KIWI,43.97,-69.72,41
Fryeburg,ME,KIZG,44.05,-70.95,9999
Auburn-Lewiston,ME,KLEW,44.05,-70.28,88
Millinocket,ME,KMLT,45.65,-68.68,124
Brunswick,ME,KNHZ,43.88,-69.93,23
Presque Isle,ME,KPQI,46.68,-68.05,146
Portland,ME,KPWM,43.65,-70.32,19
Rockland,ME,KRKD,44.07,-69.10,17
Sanford,ME,KSFM,43.4,-70.72,74
Waterville,ME,KWVL,44.53,-69.68,101
Charlevoix,MI,KCVX,45.3,-85.27,204
Mount Pleasant,MI,KMOP,43.62,-84.74,230
Ludington,MI,KLDM,43.96,-86.41,197
Manistique,MI,KISQ,45.97,-86.17,209
Bellaire,MI,KACB,44.99,-85.20,190
Adrian,MI,KADG,41.87,-84.07,243
Big Rapids,MI,KRQB,43.72,-85.50,302
Alma,MI,KAMN,43.32,-84.69,230
Grosse Ile,MI,KONZ,42.1,-83.16,180
Mason,MI,KTEW,42.57,-84.42,280
Monroe,MI,KTTF,41.94,-83.43,188
Sturgis,MI,KIRS,41.81,-85.44,282
Alpena,MI,KAPN,45.07,-83.57,211
Ann Arbor,MI,KARB,42.22,-83.75,256
Kalamazoo,MI,KAZO,42.23,-85.55,266
Bad Axe,MI,KBAX,43.78,-82.99,233
Benton Harbor,MI,KBEH,42.13,-86.43,196
Battle Creek,MI,KBTL,42.3,-85.25,290
Cadillac,MI,KCAD,44.28,-85.42,398
Chippewa,MI,KCIU,46.25,-84.47,244
Coldwater,MI,KOEB,41.93,-85.05,292
Holland,MI,KBIV,42.74,-86.11,210
Houghton,MI,KCMX,47.17,-88.50,329
Detroit,MI,KDET,42.42,-83.02,191
Detroit Metro,MI,KDTW,42.23,-83.33,202
Escanaba,MI,KESC,45.75,-87.03,187
Flint,MI,KFNT,42.97,-83.75,233
Grand Rapids,MI,KGRR,42.88,-85.52,245
Hillsdale,MI,KJYM,41.92,-84.59,360
Houghton Lake,MI,KHTL,44.37,-84.68,351
Iron Mountain,MI,KIMT,45.82,-88.12,360
Ironwood,MI,KIWD,46.53,-90.13,375
Jackson,MI,KJXN,42.27,-84.47,305
Lansing,MI,KLAN,42.77,-84.60,266
Manistee,MI,KMBL,44.27,-86.25,189
Marshall,MI,KRMY,42.25,-84.96,287
Saginaw,MI,KMBS,43.53,-84.08,204
Saginaw Browne,MI,KHYX,43.43,-83.87,183
Muskegon,MI,KMKG,43.17,-86.25,193
Menominee,MI,KMNM,45.13,-87.63,191
Marquette,MI,KMQT,46.53,-87.55,434
Newberry,MI,KERY,46.31,-85.46,265
Mt. Clemens,MI,KMTC,43.62,-82.83,177
Wurtsmith AFB,MI,KOSC,44.45,-83.40,193
Howell,MI,KOZW,42.63,-83.98,378
Port Hope,MI,KP58,44.02,-82.80,183
Copper Harbor,MI,KP59,47.45,-87.90,186
Seul Choix Pt,MI,KP75,45.92,-85.92,180
Gaylord,MI,KGLR,45.01,-84.70,405
Pellston,MI,KPLN,45.57,-84.80,219
Pontiac,MI,KPTK,42.67,-83.42,299
Port Huron,MI,KPHN,42.91,-82.53,198
Gwinn,MI,KSAW,46.35,-87.40,372
Traverse City,MI,KTVC,44.73,-85.58,190
Sault Ste Marie,MI,KANJ,46.47,-84.37,221
Mackinac Island,MI,KMCD,45.9,-84.60,320
Ypsilanti,MI,KYIP,42.23,-83.53,218
Wadena,MN,KADC,46.45,-95.21,418
Moose Lake,MN,KMZH,46.42,-92.80,328
Moorhead,MN,KJKJ,46.84,-96.66,279
Longville,MN,KXVG,46.99,-94.20,407
Waskish,MN,KVWU,48.15,-94.52,360
Rush City,MN,KROS,45.7,-92.95,281
Maple Lake,MN,KMGG,45.24,-93.99,313
Appleton,MN,KAQP,45.23,-96.00,311
Grand Marais,MN,KGNA,47.75,-90.34,185
Grand Marais Airport,MN,KCKC,47.84,-90.38,548
Hallock,MN,KHCO,48.75,-96.94,250
Bigfork,MN,KFOZ,47.78,-93.65,411
Cook,MN,KCQM,47.82,-92.69,404
Mora,MN,KJMR,45.89,-93.27,308
St. James,MN,KJYG,43.99,-94.56,325
Litchfield,MN,KLJF,45.1,-94.51,347
Ortonville,MN,KVVV,45.31,-96.42,335
Pine River,MN,KPWC,46.75,-94.38,395
Princeton,MN,KPNM,45.56,-93.61,298
Staples,MN,KSAZ,46.38,-94.81,392
Warroad,MN,KRRT,48.94,-95.35,327
Windom,MN,KMWM,43.91,-95.11,430
South St. Paul,MN,KSGS,44.86,-93.03,323
Crane Lake,MN,KCDD,48.27,-92.48,341
Albert Lea,MN,KAEL,43.68,-93.37,383
Aitkin,MN,KAIT,46.55,-93.68,367
Anoka County,MN,KANE,45.15,-93.22,278
Orr,MN,KORB,48.02,-92.86,400
Benson,MN,KBBB,45.33,-96.65,317
Austin,MN,KAUM,43.67,-92.93,375
Alexandria,MN,KAXN,45.87,-95.40,434
Baudette,MN,KBDE,48.73,-94.62,330
Silver Bay,MN,KBFW,47.2,-91.40,331
Bemidji,MN,KBJI,47.5,-94.93,420
Brainerd,MN,KBRD,46.4,-94.13,374
Cambridge,MN,KCBG,45.57,-93.27,287
Crookston,MN,KCKN,47.85,-96.62,273
Cloquet,MN,KCOQ,46.7,-92.50,390
Duluth,MN,KDLH,46.83,-92.18,432
Detroit Lakes,MN,KDTL,46.83,-95.88,426
Dodge Center,MN,KTOB,44.02,-92.83,398
Ely,MN,KELO,47.82,-91.83,443
Flag Island,MN,KFGN,49.32,-94.90,444
Wheaton NDB,MN,KETH,45.7,-96.50,313
Eveleth,MN,KEVM,47.4,-92.50,421
Faribault,MN,KFBL,44.33,-93.32,322
Glenwood,MN,KGHW,45.64,-95.32,425
